id,question,answer
336,"State one key aspect of Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","A key aspect of Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is that it promotesreligious in Muslim life."
337,"Name one virtue associated with Marriage, Divorce & Family Matters?","Practicing marriage, divorce & family matters cultivates sincerity and obedience to Allah."
338,"What is meant by Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
339,When is Tazkiyah / Tasawwuf (Spiritual Purification)?,Tazkiyah / Tasawwuf (Spiritual Purification) becomes obligatory once its specific conditions are met by a Muslim.
340,"Mention a virtue linked to Angels, Jinn & Unseen Matters?","Angels, Jinn & Unseen Matters is a core concept in Islam."
341,Why is Islamic Ethics (Akhlaq) & Character?,Islamic Ethics (Akhlaq) & Character is important because it is commanded by Allah and shapes a Muslim's faith and practice.
342,Provide an example of Purification (Ṭahārah)?,Purification (Ṭahārah) is a core concept in Islam.
343,Discuss why Ṣalāh (Prayer)?,Ṣalāh (Prayer) is a core concept in Islam.
344,"Define Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
345,Cite an example concerning Islamic Ethics (Akhlaq) & Character?,Islamic Ethics (Akhlaq) & Character is a core concept in Islam.
346,Provide an example of Tazkiyah / Tasawwuf (Spiritual Purification)?,Tazkiyah / Tasawwuf (Spiritual Purification) is a core concept in Islam.
347,When is Ṣawm (Fasting)?,Ṣawm (Fasting) becomes obligatory once its specific conditions are met by a Muslim.
348,Mention a virtue linked to Shahādah (Testimony of Faith)?,Shahādah (Testimony of Faith) is a core concept in Islam.
349,Mention a key element of Ḥajj (Pilgrimage)?,Ḥajj (Pilgrimage) is a core concept in Islam.
350,"What is the ruling regarding Hajj & ʿUmrah (Rites, Rules)?","Hajj & ʿUmrah (Rites, Rules) is obligatory for every accountable Muslim under defined conditions."
351,Explain the Islamic ruling about Ṣalāh (Prayer)?,Ṣalāh (Prayer) is a core concept in Islam.
352,At what point does Prophets & Messengers (Qasas al-Anbiyāʾ)?,Prophets & Messengers (Qasas al-Anbiyāʾ) is a core concept in Islam.
353,At what point does Halāl & Harām Foods & Lifestyle?,Halāl & Harām Foods & Lifestyle is a core concept in Islam.
354,Why is Pillars of Islām?,Pillars of Islām is important because it is commanded by Allah and shapes a Muslim's faith and practice.
355,Name a Qur’anic passage about Jihād & Defensive Warfare?,Jihād & Defensive Warfare is a core concept in Islam.
356,Mention a hadith regarding Purification (Ṭahārah)?,Purification (Ṭahārah) is a core concept in Islam.
357,Why is Prophets & Messengers (Qasas al-Anbiyāʾ)?,Prophets & Messengers (Qasas al-Anbiyāʾ) is important because it is commanded by Allah and shapes a Muslim's faith and practice.
358,List one benefit of Zakāh (Almsgiving)?,Zakāh (Almsgiving) is a core concept in Islam.
359,"At what point does Angels, Jinn & Unseen Matters?","Angels, Jinn & Unseen Matters is a core concept in Islam."
360,"Explain the Islamic ruling about Marriage, Divorce & Family Matters?","Marriage, Divorce & Family Matters is a core concept in Islam."
361,"State a virtue of Hajj & ʿUmrah (Rites, Rules)?","Hajj & ʿUmrah (Rites, Rules) is a core concept in Islam."
362,"At what point does Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is a core concept in Islam."
363,"Name a Qur’anic passage about Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
364,"Name one hadith that highlights Angels, Jinn & Unseen Matters?","The Prophet ﷺ emphasized angels, jinn & unseen matters in an authentic hadith recorded in Sahih Bukhari."
365,Define Duʿāʾ & Dhikr (Supplication & Remembrance)?,Duʿāʾ & Dhikr (Supplication & Remembrance) is a core concept in Islam.
366,Under what conditions is Pillars of Islām?,Pillars of Islām is a core concept in Islam.
367,"Mention a virtue linked to Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
368,Explain the Islamic ruling about Ḥajj (Pilgrimage)?,Ḥajj (Pilgrimage) is a core concept in Islam.
369,When is Islamic Inheritance (Mīrāth)?,Islamic Inheritance (Mīrāth) becomes obligatory once its specific conditions are met by a Muslim.
370,At what point does Purification (Ṭahārah)?,Purification (Ṭahārah) is a core concept in Islam.
371,"State a virtue of Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is a core concept in Islam."
372,"Cite a hadith about Marriage, Divorce & Family Matters?","Marriage, Divorce & Family Matters is a core concept in Islam."
373,Identify a core principle of Pillars of Islām?,Pillars of Islām is a core concept in Islam.
374,Name a Qur’anic passage about Duʿāʾ & Dhikr (Supplication & Remembrance)?,Duʿāʾ & Dhikr (Supplication & Remembrance) is a core concept in Islam.
375,State a benefit of Ḥajj (Pilgrimage)?,Ḥajj (Pilgrimage) is a core concept in Islam.
376,State the ruling on Jihād & Defensive Warfare?,Jihād & Defensive Warfare is a core concept in Islam.
377,State a benefit of Pillars of Islām?,Pillars of Islām is a core concept in Islam.
378,Cite a hadith about Purification (Ṭahārah)?,Purification (Ṭahārah) is a core concept in Islam.
379,Mention a virtue linked to Prophets & Messengers (Qasas al-Anbiyāʾ)?,Prophets & Messengers (Qasas al-Anbiyāʾ) is a core concept in Islam.
380,"When is Angels, Jinn & Unseen Matters?","Angels, Jinn & Unseen Matters becomes obligatory once its specific conditions are met by a Muslim."
381,"Provide an example of Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
382,What is the ruling regarding Islamic Finance & Halāl Earnings?,Islamic Finance & Halāl Earnings is obligatory for every accountable Muslim under defined conditions.
383,"State a virtue of Angels, Jinn & Unseen Matters?","Angels, Jinn & Unseen Matters is a core concept in Islam."
384,"Explain why Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
385,Name one hadith that highlights Ḥajj (Pilgrimage)?,The Prophet ﷺ emphasized ḥajj (pilgrimage) in an authentic hadith recorded in Sahih Bukhari.
386,"Name a Qur’anic passage about Hajj & ʿUmrah (Rites, Rules)?","Hajj & ʿUmrah (Rites, Rules) is a core concept in Islam."
387,Explain why Jihād & Defensive Warfare?,Jihād & Defensive Warfare is a core concept in Islam.
388,Mention a hadith regarding Zakāh (Almsgiving)?,Zakāh (Almsgiving) is a core concept in Islam.
389,Explain the Islamic ruling about Zakāh (Almsgiving)?,Zakāh (Almsgiving) is a core concept in Islam.
390,"Explain why Marriage, Divorce & Family Matters?","Marriage, Divorce & Family Matters is a core concept in Islam."
391,What is the ruling regarding Islamic Ethics (Akhlaq) & Character?,Islamic Ethics (Akhlaq) & Character is obligatory for every accountable Muslim under defined conditions.
392,What is meant by Ḥajj (Pilgrimage)?,Ḥajj (Pilgrimage) is a core concept in Islam.
393,State a benefit of Islamic Inheritance (Mīrāth)?,Islamic Inheritance (Mīrāth) is a core concept in Islam.
394,Which Qur’anic verse mentions Prophets & Messengers (Qasas al-Anbiyāʾ)?,Surah Al-Baqarah 2:177 alludes to principles within prophets & messengers (qasas al-anbiyāʾ).
395,At what point does Zakāh (Almsgiving)?,Zakāh (Almsgiving) is a core concept in Islam.
396,What is the ruling regarding Ṣawm (Fasting)?,Ṣawm (Fasting) is obligatory for every accountable Muslim under defined conditions.
397,Identify a core principle of Prophets & Messengers (Qasas al-Anbiyāʾ)?,Prophets & Messengers (Qasas al-Anbiyāʾ) is a core concept in Islam.
398,Identify a Qur’anic verse that relates to Halāl & Harām Foods & Lifestyle?,Halāl & Harām Foods & Lifestyle is a core concept in Islam.
399,List one benefit of Pillars of Islām?,Pillars of Islām is a core concept in Islam.
400,Identify a Qur’anic verse that relates to Pillars of Īmān?,Pillars of Īmān is a core concept in Islam.
401,List one benefit of Shahādah (Testimony of Faith)?,Shahādah (Testimony of Faith) is a core concept in Islam.
402,"Mention a virtue linked to Hajj & ʿUmrah (Rites, Rules)?","Hajj & ʿUmrah (Rites, Rules) is a core concept in Islam."
403,"Mention a hadith regarding Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is a core concept in Islam."
404,Under what conditions is Duʿāʾ & Dhikr (Supplication & Remembrance)?,Duʿāʾ & Dhikr (Supplication & Remembrance) is a core concept in Islam.
405,Which Qur’anic verse mentions Islamic Calendar & Sacred Months?,Surah Al-Baqarah 2:177 alludes to principles within islamic calendar & sacred months.
406,"Under what conditions is Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is a core concept in Islam."
407,Cite an example concerning Islamic Calendar & Sacred Months?,Islamic Calendar & Sacred Months is a core concept in Islam.
408,"Which Qur’anic verse mentions Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Surah Al-Baqarah 2:177 alludes to principles within eschatology (signs of the last day, barzakh, resurrection, paradise & hell)."
409,"Why is Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is important because it is commanded by Allah and shapes a Muslim's faith and practice."
410,"Discuss why Hajj & ʿUmrah (Rites, Rules)?","Hajj & ʿUmrah (Rites, Rules) is a core concept in Islam."
411,Identify a core principle of Islamic Finance & Halāl Earnings?,Islamic Finance & Halāl Earnings is a core concept in Islam.
412,"Which Qur’anic verse mentions Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Surah Al-Baqarah 2:177 alludes to principles within islamic festivals (ʿīd al-fiṭr, ʿīd al-aḍḥā, ashūrāʾ, mawlid)."
413,Name one hadith that highlights Islamic Ethics (Akhlaq) & Character?,The Prophet ﷺ emphasized islamic ethics (akhlaq) & character in an authentic hadith recorded in Sahih Bukhari.
414,"Give an example related to Marriage, Divorce & Family Matters?","For example, practicing family embodies marriage, divorce & family matters."
415,Define Pillars of Islām?,Pillars of Islām is a core concept in Islam.
416,Provide one benefit of Purification (Ṭahārah)?,Purification (Ṭahārah) benefits a believer by increasing taqwā (God‑consciousness).
417,"State a benefit of Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell)?","Eschatology (Signs of the Last Day, Barzakh, Resurrection, Paradise & Hell) is a core concept in Islam."
418,"Give an example related to Angels, Jinn & Unseen Matters?","For example, practicing belief embodies angels, jinn & unseen matters."
419,Discuss why Duʿāʾ & Dhikr (Supplication & Remembrance)?,Duʿāʾ & Dhikr (Supplication & Remembrance) is a core concept in Islam.
420,Explain why Pillars of Islām?,Pillars of Islām is a core concept in Islam.
421,"Provide one benefit of Angels, Jinn & Unseen Matters?","Angels, Jinn & Unseen Matters benefits a believer by increasing taqwā (God‑consciousness)."
422,Name one hadith that highlights Tazkiyah / Tasawwuf (Spiritual Purification)?,The Prophet ﷺ emphasized tazkiyah / tasawwuf (spiritual purification) in an authentic hadith recorded in Sahih Bukhari.
423,State a virtue of Islamic Calendar & Sacred Months?,Islamic Calendar & Sacred Months is a core concept in Islam.
424,"At what point does Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid)?","Islamic Festivals (ʿĪd al-Fiṭr, ʿĪd al-Aḍḥā, Ashūrāʾ, Mawlid) is a core concept in Islam."
